Client;Secteur1;Secteur2;SecteurParticulier;NbSalaries;CapaciteEmprunt;PrevisionnelAnnuel;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P26;P27;P28;P29;P30
C389659;;;;2;10000;[42400];51,51;9849,7;0;367,61;0;0;18,94;0;126,94;0;0;0;0;343,52;0;0;0;0;382,1;124,7;0;0;0;9,54;0;152,5;0;35,23;0;0
C389664;1;;;14;50000;[268800];171,61;0;118902,25;6169,78;29492,62;4282,45;19894,47;73,18;1273,54;0;463,6;34484,81;1722,74;521,65;0;133284,8;0;3364,91;0;1080,79;64464,18;68028,64;31464,23;2138,03;0;1591,27;281,11;30372,18;727,29;0
C389666;;;;0;10000;[0];93,81;0;0;1089,81;8585,88;0;58,19;31,72;0;0;0;716,68;5078,96;0;0;0;0;0;26,99;76,95;0;0;0;0;0;0;0;0;0;134,83
C389669;;;;23;50000;[402500];66762,02;0;2239,96;1708,77;0;4640,58;1303,87;8,34;-123,23;0;1954,15;5703,62;6691,77;0;0;242,79;0;296,17;6153,13;173646,44;4312,14;0;0;153,65;0;1265,58;0;237,64;0;177,22
C389672;;;;0;0;[0];0;0;0;45,09;0;0;32,84;0;0;0;0;12,38;0;426,02;0;30,65;0;5,56;0;7,28;0;0;0;0;0;0;0;0;0;0
C389673;;;;1;0;[17500];269,78;60,57;636,17;178,32;31,53;508,9;158,1;0;0;0;26,79;157;558,59;0;0;153,4;0;0;0;145,72;0;31,72;0;23,77;0;0;0;59,49;0;0
C389675;;;;1;0;[17500];36,6;0;17,08;82,59;0;0;8,84;0;0;0;692,92;0;0;279,64;0;282,28;0;19,02;0;28,45;0;0;0;22,8;0;0;0;21,96;228,29;458,94
C389679;;;;0;0;[0];53,37;0;700,18;124,49;0;34,31;0;0;0;0;0;247,71;0;0;0;0;0;0;0;28,45;0;0;0;48,31;0;0;0;0;0;0
C389684;;;;0;0;[0];17,76;0;0;0;0;0;0;0;0;0;84,55;0;389,59;0;0;266,89;0;0;0;488,62;0;0;0;0;0;0;0;0;0;0
C389687;;;;16;345065;[280000];2412,39;6752,78;79766,73;83560,06;165974,83;14080,4;32818,97;505,41;10835,32;0;533,16;32252,8;8755,31;13418,4;64,42;136262,36;0;7035,02;754,72;658,68;79900,85;291257,07;175429,53;5150,02;0;18346,18;2179,75;30147,75;688,15;34,44
C389696;;;;0;0;[0];0;13,49;0;0;0;0;0;0;0;0;0;0;823,65;67,69;0;0;0;0;0;0;0;0;0;83,84;0;0;0;0;0;0
C389698;;;;0;10000;[0];0;0;0;0;0;0;12,23;12,77;0;0;0;90,87;0;0;0;0;0;0;0;0;0;0;0;23,89;0;0;0;5,78;0;0
C389699;;;;0;10000;[0];22,51;16,98;44,24;21,68;0;0;63,51;12,59;0;0;0;0;0;0;0;191,11;0;0;0;38,36;512,4;0;0;20,45;0;0;0;79,3;0;0
C389705;;;;0;0;[0];112,64;0;0;0;0;170,19;3,25;0;0;0;36,5;0;0;0;0;0;0;0;0;169,12;0;0;0;0;0;0;0;0;0;0
C389710;;;;0;10000;[0];0;0;424,56;0;0;0;0;0;24,4;0;0;0;0;0;0;2830,63;0;0;0;0;1073,27;0;0;0;0;0;0;66,88;0;0
C389722;;;;0;0;[0];49,04;0;3,01;0;0;115,56;0;38,67;0;0;27,5;0;40,6;0;0;23,8;0;1,76;0;162,92;18,37;0;0;0;0;0;0;10,68;0;0
C389723;1;;;0;0;[0];7,26;0;618,16;0;0;0;0;0;0;0;0;0;29,9;0;0;390,45;0;0;0;67,83;0;0;0;0;0;0;0;0;0;0
C389725;;;;0;0;[0];58,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150,6;0;0;0;0;0;0;0;0;0;0
C389733;1;;;0;1;[0];0;0;6711,56;75,54;0;35,45;223,83;0;24,39;0;0;0;96,88;0;0;4661,25;0;17,13;0;137,48;1759,36;0;0;0;0;0;0;63,87;0;0
C389747;;;;0;10000;[0];11,63;0;0;0;0;22,3;0;0;0;0;0;15,4;48,12;0;0;0;0;0;0;311,01;137,25;0;0;0;0;0;0;0;0;0
C389753;;;;0;10000;[0];385,59;0;0;110,81;0;0;14,88;182,02;-64,66;0;0;94,55;0;0;0;0;0;0;0;1594,71;78,86;0;0;172,59;0;9,76;0;10,22;0;0
C389773;;;;0;10000;[0];279,41;0;11,22;0;65,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;527,75;0;260,32;690,29;0;0;0;0;0;0;0
C389782;;;;0;0;[0];0;0;227,4;0;0;21,1;0;0;0;0;0;105,26;414,31;95,89;0;412,9;0;0;0;145,83;0;0;0;2,72;0;0;0;0;0;17,42
C389785;;;;0;10000;[0];616,41;0;0;59;0;166,75;14,37;5918,63;70,76;0;7076,54;104,92;0;0;0;0;0;33,88;0;3135;0;0;0;140,09;0;207,99;0;0;0;4600,85
C389787;;;;0;10000;[0];2413,08;0;268,81;2064,77;745,83;157,99;106,64;0;-9,76;0;13,27;3524,8;70,49;250,16;0;43,86;0;1,99;36,25;2229,49;718,99;1659,87;0;0;0;48,8;0;14,62;0;0
C389789;;;;0;10000;[0];0;0;0;33,4;0;0;0;0;0;0;0;104,33;117,97;0;0;72,41;0;0;5,43;6,78;338,18;0;0;0;0;0;0;0;0;0
C389792;;;;0;0;[0];1708,23;0;0;25,66;0;0;0;10,51;72,1;0;0;0;0;0;0;0;0;0;0;115,68;0;0;0;0;0;0;0;0;0;0
C389800;;1;;0;0;[0];41,36;0;615,97;5,49;0;754,63;6,17;50,39;0;0;0;0;65,99;0;0;0;0;0;1192,03;184,11;0;0;0;0;218,79;2,44;0;0;0;0
C389814;;;;0;0;[0];0;0;58,34;0;62,51;0;0;0;0;0;0;0;43,99;0;0;0;0;0;0;117,43;0;0;0;0;0;0;0;0;0;0
C389816;;;;0;10000;[0];0;0;0;0;0;0;0;121,01;0;0;618,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389823;;;;0;10000;[0];393,51;0;0;0;0;0;33,26;122,42;0;0;0;329,1;0;0;0;0;0;0;0;246,05;0;0;0;0;0;0;0;0;0;0
C389832;;;;0;10000;[0];554,38;0;0;0;0;0;0;0;137,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-324,52;0;0;0;0
C389836;;;;0;10000;[0];1152,9;0;0;0;0;0;0;0;64,66;0;0;0;0;0;0;0;0;0;0;2303,36;0;0;0;0;0;34,16;0;0;0;0
C389844;;;1;0;0;[0];92,04;19,48;0;310,06;0;0;43,99;0;0;0;0;9,61;0;64,66;0;0;0;0;-330,49;73,2;0;0;0;0;0;24,4;0;0;0;0
C389868;;;;20;20000;[350000];48505,42;0;14915,8;7442,97;421,81;1538,3;640,41;530,88;1801,24;0;0;576,21;0;160,08;0;56201,81;0;272,5;3,42;17990,69;30455,12;0;480,95;514,06;0;2280,68;325,45;142,01;0;0
C389872;1;;;0;10000;[0];38,12;0;35,81;0;0;2352,87;0;0;0;0;0;0;1688,41;0;0;155,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389873;;1;;1;10000;[22400];385,36;11176,91;548,82;933,7;0;0;586,79;43,03;103,76;0;128,2;2125,19;0;17704,54;0;329,34;0;760,01;76,49;557,67;248,39;196,88;51,33;237,12;306,16;91,57;0;425,65;0;0
C389874;;;;1;10000;[20000];0;16,33;22925,77;170,32;0;0;108,55;206,29;32,94;0;139,45;0;0;10,07;0;69,45;0;117,53;0;0;14352,01;0;0;37,17;0;355,02;0;0;4,51;51,24
C389878;;;;0;10000;[0];448,01;0;0;245,95;2222,86;67,22;89,19;0;112,54;0;0;791,07;0;4235,91;0;153,46;0;0;13,96;1017,07;386,06;0;0;12,41;0;-36,6;0;163,41;0;0
C389881;;;;15;30000;[262500];36822,79;-15,91;37857,93;12890,72;3620,74;12356,92;4245,27;343,31;2374,24;0;40,05;5125,87;7356,99;138,54;0;14136,69;0;509,19;4623,63;46217,93;20331,19;18896,42;2365,6;159,72;0;1938,86;4,94;555,92;0;2084,86
C389882;1;;;0;0;[0];158,26;19,37;83,52;351,99;0;5,76;54,7;0;16,71;0;12,64;203,5;1413,88;301,73;0;110,75;0;20,96;7,14;0;0;0;126,98;24,44;0;6,22;0;266,89;0;0
C389884;;;;0;1000;[0];75,42;0;0;0;0;0;128,54;13,13;0;0;139,25;0;0;0;0;472,14;0;9,98;0;184,34;0;0;0;124,7;0;0,01;0;0;0;0
C389885;;;;130;110000;[2.275e+006];199587,59;469,03;18511,92;16503,9;1055,06;2097,23;2472,25;10372,18;1638,57;0;2954,45;11487,75;1003;0;0;742,1;0;1712,06;0;103241,04;3986,7;0;0;143,74;2083,33;937,56;5,37;262,62;0;2285,47
C389892;;;;0;10000;[0];4095,21;0;0;0;56,3;0;214,95;0;632,32;0;1601,81;0;88,36;0;0;0;0;0;431,44;32202,89;0;-737,64;0;8,63;97,36;626,14;0;0;0;122,48
C389893;;;;0;10000;[0];1950,67;0;585,6;0;0;72,71;10,44;0;0;0;0;0;0;0;0;0;0;0;0;1333,16;0;0;0;0;0;0;0;0;0;0
C389898;;;;0;0;[0];30,27;0;0;13,53;0;0;0;0;0;0;0;96,86;0;0;0;16,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389901;;;;0;0;[0];137,66;0;0;0;0;0;0;0;0;0;0;17,96;0;21,81;0;0;0;0;0;58,99;0;0;0;0;0;0;0;0;0;0
C389906;;;;0;0;[0];99,31;0;0;0;0;0;0;0;20,74;0;0;0;0;0;0;0;0;0;0;7,11;0;0;0;0;0;0;0;0;0;0
C389910;;1;;3;20000;[67200];1133,94;1360,81;1025,89;2001,72;0;6,4;650,23;0;67,09;0;28,71;3916,05;0;2267,47;0;0;0;173,07;0;81,61;2396,57;0;0;373,37;0;41,46;0;0;0;7,44
C389912;;;;1;0;[17500];0;0;0;0;0;177,23;0;0;0;0;0;0;0;0;0;0;0;0;0;54,36;34,7;0;0;0;0;0;0;0;0;0
C389919;;1;;2;15000;[44800];1117,05;4883,19;1841,08;3407,95;129,26;37527,95;296,25;114,76;0;0;736,97;4175,39;39,03;3820,75;27694,1;362,6;0;32,35;0;2585,35;550,22;1006,87;0;52,19;0;36,88;0;214,55;1927,82;255,36
C389922;;1;;3;10000;[67200];145,34;0;69,26;0;0;9,81;103,53;0;0;0;0;49,02;32,67;0;0;164,58;0;33,18;53,44;60,1;7213,51;0;0;401,58;0;12,2;0;8,66;0;0
C389925;;1;;2;10000;[44800];0;9,82;0;0;0;0;0;0;0;0;0;131,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389928;;;1;0;0;[0];0;0;0;0;0;0;12,15;0;0;0;0;0;0;0;0;0;0;0;0;4,37;0;0;0;0;0;0;0;0;0;0
C389929;;;;0;50000;[0];0;0;242,83;37,45;0;85,57;43,76;0;0;0;0;119,68;31,55;0;0;42,6;0;0;0;0;0;0;0;0;0;0;0;60,05;0;0
C389932;;1;;1;10000;[22400];0;0;169,97;238,3;0;1661,94;1752,21;3,34;0;0;0;0;0;0;0;24,71;0;5,89;0;29,13;0;0;0;6,44;0;0;0;0;0;0
C389934;;1;;4;20000;[89600];720,66;15974,55;1403,48;14625,2;1804,79;393,72;2063,02;614,59;14,63;0;539,39;23346,97;0;33497,39;0;244,26;0;535,23;41,2;1660,18;5578,27;2492,08;0;1851,89;0;159,91;0;1049,41;0;320,21
C389944;1;;;0;10000;[0];374,44;26,08;735,17;291,75;0;401,44;494,34;32,78;0;0;92,62;101,19;18,41;35,5;0;1398,94;0;71,48;35,69;709,31;0;3136,16;0;146,9;0;86,62;0;144,73;0;25,38
C389945;1;;;0;10000;[0];365,24;1066,59;8021,66;62,36;143,15;411,68;261,68;0;58,55;0;0;76,75;245,24;0;0;9430,78;0;244,84;0;209,5;2554,19;0;0;167,69;0;152,5;0;63,87;0;0
C389949;;;;1;10000;[17500];63,44;118,62;0;967,14;1383,87;65,8;0;0;36,6;0;0;104,18;2204,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389950;;1;;4;10000;[89600];178,68;2049,85;21,03;931,57;0;0;1519,65;0;51,68;0;0;3664,68;0;1399,61;0;12,37;0;21,18;0;133,86;0;0;0;93,87;0;118,33;0;651,54;0;0
C389951;;;;0;10000;[0];4554,96;0;0;0;0;744,27;33,45;0;0;0;0;163,24;0;0;0;0;0;0;0;107,97;0;0;0;0;0;0;0;0;0;0
C389954;;;;3;0;[52500];0;18,3;0;0;0;0;0;0;0;0;0;853,84;0;0;0;0;0;0;0;5061,62;0;0;0;121,28;0;348,91;0;0;0;0
C389960;;1;;1;0;[22400];417,18;1149,93;2428,64;1872,25;2188,58;255,79;686,38;310,46;365,99;0;326,36;10727,63;40,5;4277,83;0;658,69;0;176,46;294,52;113,86;2922,82;7344,45;203,34;113,8;0;1082,04;0;602,73;0;52,77
C389962;;;;7;4000;[122500];1936,3;239,64;224,87;27,68;530,88;5,18;16,01;189;0;0;142,8;0;158,97;148,82;0;170,2;0;16,62;58,97;970,68;142,74;0;80,45;8,65;0;20,74;0;23,95;0;33,92
C389964;;1;;0;10000;[0];885,87;576,44;928,57;2064,74;0;25,99;4,46;0;456,65;0;0;75,18;0;403,69;0;35,01;0;0;0;2005,72;34,59;0;0;0;0;0;0;1,85;0;0
C389968;;;;14;110000;[245000];82615,1;179,38;55376,62;4117,61;132069,21;50375,72;12983,24;10303,07;278,99;0;8966,06;2924,66;21242,36;384,09;0;72649,18;0;4576,55;2384,11;132533,24;32458,48;126844,28;18734,87;1853,95;0;3015,58;0;5048,57;42,94;7828,9
C389970;1;;;0;0;[0];0;0;0;0;0;3152,43;0;0;0;0;0;0;2073,48;0;0;0;0;0;0;0;0;0;0;0;0;-27,65;0;0;0;0
C389973;;1;;18;200000;[403200];2450,29;255800,11;10968,05;128209,61;21573,77;3960,5;48634,41;367,09;3541,1;0;1566,11;106768,04;0;286949,62;2181,02;950,05;0;5109,24;2008,73;2960,77;5671,34;19424,56;5965,6;19835,98;0;2473,77;0;11722,99;118,21;21,52
C389976;;;;0;10000;[0];142,74;0;0;0;0;0;0;0;-46,36;0;1000,33;592,99;0;0;0;0;0;15,4;2403,86;21183,63;3046,88;1018,32;0;297,9;184,2;620,85;0;0;0;299,56
C389979;;1;;2;10000;[44800];242,56;4156,1;590,94;1496,12;2448,15;0;147,2;21,76;0;0;325,35;3068,23;48,36;8810,77;0;35,45;0;20,42;0;184,07;0;5478,56;0;430,84;0;135,42;0;51,2;0;0
C389986;;;;0;0;[0];0;0;0;1672,62;0;0;4,04;0;0;0;9;308,66;0;0;0;0;0;0;171,78;0;0;0;0;37,09;0;0;0;25,8;0;0
C389987;;;;1;10000;[20000];0;0;0;5683,09;0;0;191,07;0;183;0;0;6730,46;0;0;0;0;0;0;0;0;0;0;0;163,24;0;135,79;0;0;0;0
C389993;;;;4;10000;[70000];8641,74;11198,76;287,81;6760,22;13728,01;0;271,69;0;1769,85;0;0;106,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C389997;;;;0;0;[0];0;0;34,74;203,14;0;0;183,33;0;0;0;32,78;99,41;0;0;0;0;0;0;0;650,21;0;0;0;60,96;0;3,05;0;0;0;0
C389998;;;;0;10000;[0];222,71;0;0;0;0;653,31;0;0;0;0;0;0;1782,76;0;0;0;0;0;0;1067,81;0;0;0;0;0;0;0;0;0;0
C389999;;;;0;10000;[0];0;0;12,47;211,46;0;66,61;0;27,46;-73,2;0;0;0;0;0;0;15,63;0;0;0;0;0;0;0;0;0;73,2;0;0;2904,32;0
C390003;;;;1;10000;[20000];128,08;0;50,5;0;16368,98;0;11662,75;0;63,73;0;0;151,77;0;0;0;16,23;0;93,04;156,06;496,77;0;15649,62;0;4603,11;0;-9,17;86,33;1918,32;0;0
C390004;;;;0;10000;[0];23,85;0;0;0;0;0;0;0;0;0;8,11;244,32;0;0;0;0;0;19,41;0;5442,87;0;0;16,64;313,38;0;-67,54;0;0;0;0
C390005;;;;4;10000;[70000];20381,38;309,94;546,02;488,24;0;912,64;252,45;313,91;224,52;0;138,3;2438,07;86,11;789,1;0;39,41;0;31,45;335,82;50866,81;247,71;0;0;143,55;0;1131,81;0;5,22;0;249,6
C390007;;;;4;10000;[70000];11611,84;138,08;2053,39;222,93;2595,53;4348,37;523,66;313,35;311,14;0;39,41;275,49;2227,98;386,36;0;443,92;0;259,76;0;8567,47;894,54;0;91,54;228,63;0;142,19;0;22,69;0;94,65
C390008;;1;;1;0;[22400];0;0;5,1;46,72;0;304,88;347,25;0;0;0;0;37,44;118,25;0;0;125,44;0;348,94;0;0;46,36;0;52,09;62,48;0;30,57;31,38;128,72;0;0
C390010;;;;0;10000;[0];2714,42;0;326,98;190,95;-147,18;311,63;3,9;54,85;91,56;0;0;323,68;0;0;0;0;0;0;0;278,56;0;0;-30,6;46,95;0;59,78;0;28,44;0;15,43
C390011;1;;;2;10000;[38400];194,13;0;8870,47;554,5;497,39;0;872,36;74,18;30,49;0;3,55;186,23;0;0;0;1829,05;0;6,2;0;163,69;583,47;0;0;41,68;0;0;0;191,7;0;0
C390012;;;;7;35000;[122500];47088,55;4262,67;6525,44;3091,62;0;2370,56;1159,49;3377,39;522,63;0;2627,83;5103,08;4151,77;1010,9;0;63,68;0;580,35;981,34;83423,49;3546,36;472,41;0;4810,75;0;1244,08;0;594,55;0;1569,14
C390013;;1;;1;10000;[22400];21,34;61,57;558,57;2175,29;855,61;835,37;6199,61;9,46;545,74;0;62;4531,46;0;0;0;1375,92;0;542,46;0;0;2594,15;3066,37;0;691,61;0;242,95;55,56;1220,15;0;0
C390015;;;;7;30000;[122500];25551,11;8006,87;6200,63;21318,41;6329,39;4228,88;90,61;392,81;-149,2;0;2866,59;26404,78;4223,86;5782,75;0;218,21;0;0;4541,43;40788,97;1368,3;0;0;42,09;0;1381,65;0;0;0;443,59
C390026;;;;0;10000;[0];758,15;45,02;1288,74;674,04;62,89;825,4;45,81;52,35;45,14;0;0;428,74;471,93;66,15;0;1195,91;0;0;0;247,4;255,09;0;350,81;19,22;0;0;0;0;0;0
C390045;;;;0;0;[0];23,75;21,81;0;100,26;0;0;38,37;0,86;0;0;0;116,63;0;0;0;9,77;0;11,07;0;0;0;0;0;0;0;0;0;0;0;0
C390046;;;;0;0;[0];0;0;0;0;0;17,47;0;0;0;0;0;0;0;0;0;0;0;0;0;18,81;0;0;0;0;0;0;0;0;0;0
C390047;;;;0;0;[0];865,18;0;197,72;124,55;0;60,17;0;43,41;12,2;0;34,2;577,51;73,32;0;0;31,77;0;7,21;0;242,35;0;0;0;0;0;0;0;0;0;0
C390054;;;;0;0;[0];1692,18;833,48;-470,06;373,5;0;939,52;22,62;0;157,98;0;443,87;4339,16;0;4251,66;0;1302,56;0;0;270,19;2662,77;2963,56;6859,85;722,8;0;0;281,82;0;0;0;0
C390056;;;;0;10000;[0];0;0;0;0;30,32;0;0;0;0;0;0;0;594,55;0;0;236,12;0;0;0;0;0;0;214,87;0;0;24,4;0;0;0;0
C390064;;1;;38;50000;[851200];311,16;99851,29;5636,91;34065,32;35830,65;-520,05;39574,77;97,06;2290,16;0;0;38172,89;0;91136,17;0;2518,06;0;937,2;4119,98;532,53;1344,79;4894,31;10647,28;6824,81;0;883,43;1880,91;24320,87;15,88;0
C390070;;1;;35;96985;[784000];279;24,89;159627,99;4432,53;3747;1327,36;64949,16;0;459,6;0;44,52;6314,52;346,37;262,39;136,64;146414,27;0;3669,88;0;8821,22;69642,71;1531,39;12116,59;13090,92;0;878,22;1273,75;33195,35;0;0
C390074;;1;;1;10000;[22400];0;0;10,25;1684,81;9725,85;0;36,74;0;24,4;0;0;4027,63;0;0;0;0;0;53,27;1517,99;0;19,58;8534,69;3041,67;0;0;24,4;0;10,27;0;0
C390083;;;;0;0;[0];0;0;0;130,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;405,27;0;0;0;0;0;0;0;0
C390089;;;;10;15000;[175000];9033,83;4225,35;2881,65;3364,4;693,99;1452,94;396,2;562,98;0;0;748,75;2595,75;584,16;6205,25;0;513,07;0;28,39;0;21613,84;3174,7;1810,76;734,44;0;18,84;-25,62;0;350,26;0;0
C390091;;;1;0;0;[0];0;0;0;476,94;0;0;29,67;0;0;0;0;0;0;0;0;0;0;0;0;37,76;0;0;0;0;0;0;0;0;0;0
C390108;;;;0;10000;[0];350,64;0;309,89;41,77;62,89;85,64;19,62;760,13;24,4;0;0;0;0;107,6;0;0;0;0;3899,83;481,49;0;0;0;0;0;9,15;0;0;0;0
C390110;;;;0;10000;[0];0;0;9,69;0;0;7,26;51,24;0;0;0;8,11;92,34;0;308,75;0;0;0;0;0;179,44;554,37;0;0;0;0;0;0;7,5;0;0
C390130;;1;;5;10000;[112000];240,32;44,92;73,66;1274,66;40699,66;0;0;0;0;0;0;1004,07;0;0;0;59,9;0;0;110,39;135,33;1015,59;44721,72;336,83;276,21;0;72,43;0;6,09;0;0
C390135;;;;0;0;[0];0;0;10,2;0;0;41,85;0;0;0;0;0;0;289,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C390137;;1;;5;30000;[112000];599,55;32446,64;11964,31;5744,62;13472,32;36,57;118,35;14,58;97,58;0;258,64;9408,03;0;58752,77;6258,64;0;0;0;1484,74;1196,37;1415,97;38309,67;2777,94;0;0;273,28;0;163,41;0;139,96
C390150;;;;6;30000;[105000];14954,24;27452,64;14970,32;13724,93;21137,6;2641,9;597,62;556,62;214,64;0;258,36;10521,11;2260,4;9394,56;0;6635,62;0;0;1057,9;14125,26;2275,26;13115,21;1194,43;0;0;136,03;76,65;528,75;0;0
C390152;;1;;6;10000;[134400];391,62;376,13;118,82;256,26;0;379,27;0;0;0;0;0;1938,23;0;1929,22;0;8,43;0;0;0;1125,6;0;260,8;0;0;363,02;0;0;0;0;0
C390156;;;;0;10000;[0];3201,28;0;734,97;7,42;0;0;15,07;0;401,38;0;187;164,21;97,82;0;0;210,54;0;0;0;4752,02;160,32;0;0;0;0;-724,68;0;0;0;0
C390160;;;;0;0;[0];0;0;0;0;0;418,83;0;0;0;0;0;0;1524,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C390172;;;;0;10000;[0];637,57;0;0;0;54,9;1461,06;180,39;379,99;0;0;0;0;0;0;0;0;0;0;0;0;0;707,99;0;0;0;0;0;0;0;0
C390184;;;;4;10000;[80800];803,25;-15,49;2513,47;1466,11;659,26;4130,27;2173,45;229,92;493,43;0;58,74;363,55;4148,24;0;101,92;1844,41;0;241,12;178,12;886,24;257,42;128,78;1314,22;1667,41;0;10,26;23,94;395,45;258,07;0
C390188;;;;2;20000;[40400];72,58;0;60,03;13,17;0;18777,3;57,97;0;-4147,99;0;0;62,71;21453,58;162,47;0;9,93;0;173,48;0;1259,22;0;0;0;616,61;0;24,4;0;103,93;0;35,31
C390189;;;;0;40000;[0];203252,34;0;0;0;0;0;1805,01;0;173,21;0;0;0;0;0;0;0;0;0;0;122339,4;0;0;0;0;0;380,64;0;0;0;31,18
C390194;;;;0;0;[0];714,43;0;0;48,36;0;652,69;12,68;48,42;0;0;0;0;98,42;0;0;65,58;0;19,86;0;94,53;0;0;0;27,67;0;0;0;0;785,62;0
C390196;;1;;2;15000;[44800];100,4;107,97;277,26;7231,14;9482,2;0;5179,32;0;209,53;0;0;4127,52;0;0;0;53,59;0;0;0;6,92;33,2;300,46;0;0;0;7,44;0;0;0;0
C390199;;;;0;10000;[0];0;0;0;72,05;0;9,81;0;0;0;0;0;76,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C390203;;1;;1;10000;[22400];81,03;0;29,2;317,65;137,47;3,15;2031,32;0;0;0;0;287,29;0;19,5;0;0;0;597,89;0;0;0;0;0;198,97;0;0;0;1699,95;0;0
C390215;;;;6;40000;[105000];161340,88;25995,74;723,65;8923,99;5262,33;2249;2549,47;327,39;1292,05;0;456,41;9978,59;386,7;31429,76;610;181,88;0;150,5;1762,58;272699,76;2453,22;12579,93;165,49;1410,34;237,24;4313,21;0;288,71;0;567,92
C390220;;;;0;10000;[0];0;0;0;0;0;0;64,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,3;0;0;21,59;10,25;0;0
C390221;;;;0;1000;[0];0;0;9,69;307,59;54,5;0;3018,68;0;70,64;0;0;65,94;0;0;0;61,98;0;253,65;0;0;0;128,3;0;99,36;0;483,12;72,63;2123,39;0;0
C390226;;;;0;10000;[0];0;0;0;0;0;0;2467,69;0;0;0;0;357,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,16;0;0
C390228;;;;0;10000;[0];0;0;0;0;0;0;209,34;0;0;0;0;0;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;358,2;0;0
C390230;;1;;5;30000;[112000];0;0;1706,94;37232,48;4186,52;554,54;9157,7;0;6995,42;0;0;21098,88;0;0;0;0,54;0;1124,29;587,53;0;473,69;878,47;2009,32;2642,42;0;808,56;770,44;6781,47;0;0
C390231;;;;0;10000;[0];0;0;0;45,87;0;0;735,33;0;1,83;0;0;506,78;0;0;0;0;0;430,21;0;0;0;0;0;44,54;0;0;0;402,88;0;0
C390233;;;;0;10000;[0];0;0;147,01;0;0;329,18;117,34;0;0;0;0;32,99;0;0;0;80,03;0;0;0;0;0;0;392,45;0;0;0;0;198,84;0;0
C390234;;;;0;10000;[0];0;0;793,28;4105,59;734,33;0;1326,43;0;1006,75;0;0;911,69;0;0;0;202,7;0;18,98;0;0;163,77;0;0;21,2;0;0;0;68,16;0;0
C390235;;;;0;10000;[0];0;0;0;617,11;0;0;630,45;0;42,49;0;0;1843,44;0;0;0;0;0;18,41;0;0;0;0;0;558,71;0;0;18,81;621,93;0;0
C390242;;1;;18;60467;[403200];0;0;3049,55;110974,28;5566,71;0;923,84;0;899,32;0;0;154873,91;0;0;0;2298,75;0;1054,71;0;0;28716,46;6657,14;2290,18;158,33;0;1154,5;0;692,4;0;0
C390243;;;;2;10000;[35000];0;0;996,9;2125,7;916,31;849,83;3749,64;0;19,42;0;0;965,64;0;0;0;119,46;0;484,36;180,19;0;915,92;213,5;245,49;711,75;0;328,79;61,76;2986,29;0;0
C390244;;1;;0;2000;[0];0;0;0;680,1;515,41;0;7953,85;0;14,63;0;0;825,82;0;0;0;0;0;760,77;0;0;0;441,25;0;1349,49;0;0;81,11;5007,58;0;0
C390245;;;;0;10000;[0];0;0;218,59;859,4;4937,91;104,87;7439,16;0;939,01;0;0;1730,58;0;0;0;383,67;0;871,97;0;0;78,12;65,45;2543,04;820,04;0;1071,55;376,97;8749,75;0;0
C390246;;1;;3;10000;[67200];19,42;204,58;777,86;5164,31;3872,75;324,88;4690,83;0;81,75;0;0;5801,08;0;0;0;2234,36;0;1255,69;457,59;0;1167,76;906,57;144,7;3241,6;0;511,22;4,54;1443,11;0;0
C390248;;1;;20;20000;[448000];0;0;0;1031,83;36,57;0;16059,51;0;18,29;0;0;5183,46;0;0;0;453,6;0;687,84;0;0;220,2;0;3099,14;947,06;0;-68,93;392,19;8305,39;0;0
C390252;;;;0;10000;[0];0;0;0;6586,58;0;392,35;1019,96;0;36,59;0;0;27912,11;0;0;0;0;0;251,36;0;0;0;0;0;947,18;0;0;0;527,93;0;0
C390253;;;;0;10000;[0];0;0;2563,21;17081,87;5932,44;845,13;9092,04;0;1048,75;0;0;36773,01;0;13,4;0;7850,21;0;2194,33;2885,45;6,1;5916,34;19346,17;2126,13;2831,49;0;99,98;1154,5;10069,26;0;0
C390256;;;;0;10000;[0];0;0;0;164,69;0;0;1094,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,82;80,12;0;0
